SourceFile,ExifToolVersion,FileName,Directory,FileSize,FileModifyDate,FileAccessDate,FileInodeChangeDate,FilePermissions,FileType,FileTypeExtension,MIMEType,JFIFVersion,ResolutionUnit,XResolution,YResolution,ImageWidth,ImageHeight,EncodingProcess,BitsPerSample,ColorComponents,YCbCrSubSampling,ImageSize,Megapixels
./managing-digital-collections/data/sclaudubon_sclib_B464540_AUDUBON_V1_1_P1_audubon_v1_1_p1_2702x4086.jpg,13.55,sclaudubon_sclib_B464540_AUDUBON_V1_1_P1_audubon_v1_1_p1_2702x4086.jpg,./managing-digital-collections/data,2.0 MB,2026:08:06 11:45:50-04:00,2026:08:06 11:46:27-04:00,2026:08:06 11:46:13-04:00,-rw-r--r--,JPEG,jpg,image/jpeg,1.01,None,1,1,2702,4086,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:0 (2 2),2702x4086,11.0
